Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,Range
M869987,8,otc alterations permit,12/22/2017,1041,016,590,,Spruce,St,,,street space,issued,12/22/2017,12/22/2017,12/22/2017,,12/22/2017,,,,,,,,1.0,,,,,,,,,,,,2.0,Presidio Heights,94118.0,"(37.78433078356834, -122.45341049084826)",149166587984.0,68
M870307,8,otc alterations permit,12/26/2017,3654,019,3998,,24th,St,,,street space,issued,12/26/2017,12/26/2017,12/26/2017,,12/26/2017,,,,,,,,1.0,,,,,,,,,,,,8.0,Noe Valley,94114.0,"(37.75161242561386, -122.43165739700228)",1491788164169.0,47
M870527,8,otc alterations permit,12/27/2017,0442A,015,50,,Capra,Wy,0.0,,street space permit,issued,12/27/2017,12/27/2017,12/27/2017,,12/27/2017,,,,,,,,1.0,,,,,,,,,,,,2.0,Marina,94123.0,"(37.802888387282984, -122.4397144224316)",1491872414010.0,3
M870607,8,otc alterations permit,12/27/2017,3542,041,2100,,Market,St,,,street space,issued,12/27/2017,12/27/2017,12/27/2017,,12/27/2017,,,,,,,,1.0,,,,,,,,,,,,8.0,Castro/Upper Market,94114.0,"(37.76747317610972, -122.42941499242298)",1491903157580.0,76
201712287574,3,additions alterations or repairs,12/28/2017,1419,029,274,,15th,Av,,,"horizontal adddition. addition of rear stairs and interior remodel of dwelling. including (n) beds, (n) baths (n) kitchen.",filed,12/28/2017,12/28/2017,,,,Y,3.0,3.0,,,,500000.0,,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,1.0,Outer Richmond,94118.0,"(37.783004678170975, -122.47380756548935)",149205498985.0,52
201303222819,7,wall or painted sign,03/22/2013,0719,002,901,,Van Ness,Av,,,"to erect electric, projecting, double faced sign. change copy only. insert new face into exsiting sign.",cancelled,07/31/2017,03/22/2013,,,,,,,,,,1000.0,,,,,,2.0,,,,,,,5.0,Western Addition,94109.0,"(37.78400192377985, -122.42169433153967)",129957380462.0,78
201407080724,3,additions alterations or repairs,07/08/2014,5900A,025,801,,Silver,Av,,,new sprinkler system. 94 heads. ref: 2014-11-12-1272.,complete,09/08/2017,07/08/2014,09/11/2015,09/08/2017,09/11/2015,,2.0,2.0,,Y,09/05/2016,15000.0,47000.0,church,,church,,2.0,,3.0,constr type 3,3.0,constr type 3,,9.0,Portola,94134.0,"(37.7295502279417, -122.41833852987313)",1348201251151.0,15
201408254591,8,otc alterations permit,08/25/2014,3509,029,63,A,Grace,St,,,to comply with physical inspection report cc7777,complete,10/04/2017,08/25/2014,08/25/2014,10/04/2017,08/25/2014,,3.0,3.0,,,08/20/2015,500.0,500.0,apartments,4.0,apartments,4.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,6.0,South of Market,94103.0,"(37.774944547030586, -122.41443674356925)",1353299454075.0,20
201501206148,3,additions alterations or repairs,01/20/2015,1226,019,418,,Shrader,St,,,rear structure - converting structure at the rear of the property to a dwelling unit.,cancelled,09/19/2017,01/20/2015,,,,,1.0,1.0,,,,35000.0,,storage shed,0.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.770762127562946, -122.45184046838122)",1370343502813.0,99
201505196720,8,otc alterations permit,05/19/2015,3105A,005,235,,San Anselmo,Av,,,"revision to 201502188647, show new wall detail at new a8",expired,07/07/2017,05/19/2015,05/20/2015,,05/20/2015,,2.0,2.0,,,05/14/2016,50000.0,50000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.73379936523225, -122.46437263573927)",1382156152450.0,58
201505297543,6,demolitions,05/29/2015,3780,001,502,,07th,St,,,"demolish a 2 stories, storage building.",issued,07/19/2017,05/29/2015,07/19/2017,,07/19/2017,,2.0,,,,01/15/2018,20000.0,40000.0,office,0.0,,,2.0,,5.0,wood frame (5),,,,6.0,South of Market,94103.0,"(37.77399389340962, -122.40478807349099)",1383267167552.0,23
201511303744,8,otc alterations permit,11/30/2015,2402,033,2411,,23rd,Av,0.0,,"soft story retrofit per sfbc chapter 34b, 2012 iebc appendix a-4.",withdrawn,07/20/2017,11/30/2015,,,,,3.0,3.0,,,,20000.0,0.0,apartments,8.0,apartments,8.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.74253513204044, -122.48020663366745)",1404822408481.0,79
201602058959,3,additions alterations or repairs,02/05/2016,6404,017,1201,,Geneva,Av,,,change of use/occupancy from  existing grocery story to church.,issued,11/01/2017,02/05/2016,11/01/2017,,11/01/2017,,1.0,1.0,,,11/01/2018,1000.0,40000.0,retail sales,0.0,church,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Excelsior,94112.0,"(37.71433687660641, -122.43582765047069)",1411583202293.0,13
201602179775,3,additions alterations or repairs,02/17/2016,4700,043,1004,,Griffith,St,,,"provide a new sprinklers monitoring system, water flow and valve monitoring",complete,10/13/2017,02/17/2016,07/01/2016,10/13/2017,07/01/2016,,2.0,2.0,,Y,06/26/2017,17749.0,18000.0,apartments,,apartments,,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Bayview Hunters Point,94124.0,"(37.72895726243854, -122.37932169727125)",1412834503451.0,85
201603162258,8,otc alterations permit,03/16/2016,3786,322,505,,Brannan,St,,,temp shoring & excavation,complete,10/10/2017,03/16/2016,03/31/2016,10/10/2017,03/31/2016,,,,,,03/10/2020,7000000.0,1500000.0,vacant lot,,vacant lot,,2.0,,,,,,,6.0,South of Market,94107.0,"(37.77759698731051, -122.39669490652187)",1416240505591.0,48
201603313579,3,additions alterations or repairs,03/31/2016,1289,020,1591,,Shrader,St,,,building addition deck & balcony at (e) 3-story single family dwelling,cancelled,09/11/2017,03/31/2016,,,,Y,3.0,3.0,,,,25000.0,,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,5.0,Inner Sunset,94117.0,"(37.760086498456246, -122.45055881787229)",141801095518.0,49
201604064066,8,otc alterations permit,04/06/2016,1497,016E,583,,47th,Av,,,permeation grouting of 22 lineal ft of foundation,complete,09/28/2017,04/06/2016,04/06/2016,09/28/2017,04/06/2016,,2.0,2.0,,,04/01/2017,8200.0,8200.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.77743123832622, -122.50842623186071)",1418654101552.0,69
201606160145,3,additions alterations or repairs,06/16/2016,0252,004,1005,,Jones,St,0.0,,soft storey retrofit - residential,withdrawn,12/27/2017,06/16/2016,,,,,4.0,4.0,,,,25700.0,,apartments,6.0,apartments,6.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Nob Hill,94109.0,"(37.79064871045098, -122.414128594971)",1427001297236.0,41
201606240851,8,otc alterations permit,06/24/2016,5704,027,437,,Ellsworth,St,,,foundation repair @ rear.,withdrawn,10/05/2017,06/24/2016,,,,,2.0,2.0,,,,10000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94110.0,"(37.73793272610526, -122.41446118168759)",1427952187280.0,35
201607273499,6,demolitions,07/27/2016,6580,036,4041,,Cesar Chavez,St,,,to demolish 2 stories of 1 family dwelling,complete,01/19/2018,07/27/2016,09/14/2017,01/19/2018,09/14/2017,,2.0,,,,03/14/2018,20000.0,20000.0,1 family dwelling,1.0,,,2.0,,5.0,wood frame (5),,,,8.0,Noe Valley,94131.0,"(37.747266171580726, -122.43013955813504)",1431589462198.0,64
201609097214,8,otc alterations permit,09/09/2016,7241,032,291,,Stratford,Dr,,,reroofing,complete,09/22/2017,09/09/2016,09/09/2016,09/22/2017,09/09/2016,,1.0,1.0,,,09/04/2017,9800.0,9800.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94132.0,"(37.720049707114235, -122.47335185005464)",1436733224960.0,95
201609147626,3,additions alterations or repairs,09/14/2016,0856,023,115,,Haight,St,,,soft story retrofit per sfbc chapter 34b engineering criteria fema p-807,appeal,09/15/2017,09/14/2016,,,,,4.0,4.0,,,,40000.0,40000.0,apartments,17.0,apartments,17.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Hayes Valley,94102.0,"(37.77261380729689, -122.4242148174291)",143728583232.0,69
201610079781,8,otc alterations permit,10/07/2016,4991,126,830,,Meade,Av,,,reroofing,complete,10/03/2017,10/07/2016,10/07/2016,10/03/2017,10/07/2016,,2.0,2.0,,,10/02/2017,6500.0,6500.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Bayview Hunters Point,94124.0,"(37.717442069126626, -122.39625858274498)",1440224177150.0,94
201610170423,8,otc alterations permit,10/17/2016,0105,025,1402,,Kearny,St,,,"bathroom remodel  - r/r tu, vanity and toilet",complete,08/22/2017,10/17/2016,10/17/2016,08/22/2017,10/17/2016,,3.0,3.0,,,10/12/2017,10000.0,10000.0,apartments,7.0,apartments,7.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,North Beach,94133.0,"(37.80103396951995, -122.4059366362017)",1441103231514.0,0
201611233429,8,otc alterations permit,11/23/2016,3787,033,427,,Brannan,St,,,"2nd flr: installing remote power supply 6 a/v, 13 strobes, 2 ductsmaher na",complete,09/14/2017,11/23/2016,11/23/2016,09/14/2017,11/23/2016,,2.0,2.0,,Y,11/18/2017,6700.0,7500.0,office,,office,,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,South of Market,94107.0,"(37.77935008395097, -122.39472107911563)",1445340507699.0,50
201612144948,8,otc alterations permit,12/14/2016,0085,026A,1460,,Montgomery,St,,,add 1/2 bathroom at 2nd floor. remodel kitchen at 3rd floor,complete,07/21/2017,12/14/2016,12/15/2016,07/21/2017,12/15/2016,,3.0,3.0,,,12/10/2017,20000.0,20000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,North Beach,94133.0,"(37.802715455284975, -122.40452290834084)",1447410231101.0,36
201612225729,8,otc alterations permit,12/22/2016,3794,015,101,,Townsend,St,,,revision to 201607081849: structural sheets only 2794 maher na,complete,12/04/2017,12/22/2016,12/30/2016,12/04/2017,12/30/2016,,3.0,3.0,,,12/25/2017,1.0,1.0,office,,office,,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,Mission Bay,94107.0,"(37.780225508554, -122.39046531707588)",1448409167872.0,34
201612195261,8,otc alterations permit,12/19/2016,2679,018,283,,Oak Park,Dr,,,"revision to pa #2016.0912.7460 - add ceiling truss, two post & one beam.",withdrawn,11/27/2017,12/19/2016,,,,,2.0,2.0,,,,3000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94131.0,"(37.75393571746845, -122.45759042994501)",1448589141543.0,48
201702038599,8,otc alterations permit,02/03/2017,4272,034,3023,,25th,St,,,reroofing.,complete,12/22/2017,02/03/2017,02/03/2017,12/22/2017,02/03/2017,,2.0,2.0,,,01/29/2018,18533.0,18533.0,2 family dwelling,1.0,2 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.75091944351511, -122.41047342985635)",1452227172983.0,93
201702088915,8,otc alterations permit,02/08/2017,3555,063,474,,Valencia,St,,,"interior (non-structural) alterations for new workstations, lighting & redistribution of hvac (e); minor electrical & plumbing at 2nd floor.",complete,09/20/2017,02/08/2017,02/14/2017,09/20/2017,02/14/2017,,2.0,2.0,,,01/30/2020,127180.0,127180.0,office,0.0,office,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Mission,94103.0,"(37.765414054947826, -122.42243402215223)",1452657158189.0,3
201702109136,4,sign - erect,02/10/2017,3707,016,90,,New Montgomery,St,,,to erect electrical illuminated double faced sign - maher ordinance - extended ordinance no.155-13 n/a,issued,10/17/2017,02/10/2017,10/17/2017,,10/17/2017,,15.0,,,,02/17/2018,5000.0,5000.0,food/beverage hndlng,,,,2.0,,1.0,constr type 1,,,,6.0,Financial District/South Beach,94105.0,"(37.78742256247351, -122.40093229776461)",1452944164483.0,98
201709148239,8,otc alterations permit,09/14/2017,5853,015,194,,Gaven,St,,,2/f: replace kitchen cabinets.,issued,09/19/2017,09/14/2017,09/19/2017,,09/19/2017,,2.0,2.0,,,01/19/2018,1500.0,10000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Portola,94134.0,"(37.733257139453976, -122.40965158198252)",1479316189353.0,42
201703131325,8,otc alterations permit,03/13/2017,0181,020,1086,,Jackson,St,,,reroofing.,complete,07/28/2017,03/13/2017,03/13/2017,07/28/2017,03/13/2017,,4.0,4.0,,,03/08/2018,15000.0,15000.0,apartments,4.0,apartments,4.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Nob Hill,94133.0,"(37.79541765626006, -122.41289752397776)",1455972271592.0,77
201703272394,7,wall or painted sign,03/27/2017,0175,006,412,,Jackson,St,,,non structural sign. n/a for maher ordinance no. 155-13.,issued,11/13/2017,03/27/2017,11/13/2017,,11/13/2017,,,,,,03/13/2018,500.0,500.0,,,,,2.0,,,,,,,3.0,Chinatown,94133.0,"(37.79672027240272, -122.40229034933267)",145742961570.0,21
201703282512,4,sign - erect,03/28/2017,0327,025,1,,Stockton,St,,,electric wall sign single faced,withdrawn,07/06/2017,03/28/2017,,,,,2.0,,,,,4000.0,,retail sales,0.0,,,2.0,,2.0,constr type 2,,,,3.0,Financial District/South Beach,94102.0,"(37.78584544618807, -122.40652160493985)",145758569777.0,73
201703302779,8,otc alterations permit,03/30/2017,0320,004,531,,Hyde,St,,,apt. #7:  kitchen remodeling.  no removal of wall,complete,08/30/2017,03/30/2017,03/30/2017,08/30/2017,03/30/2017,,4.0,4.0,,,03/25/2018,16000.0,16000.0,apartments,16.0,apartments,16.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,6.0,Tenderloin,94109.0,"(37.78578517212513, -122.41669995016962)",1457912233858.0,0
201703161614,8,otc alterations permit,03/16/2017,6654,001,353,,30th,St,,,exterior stair & landing repair. repair in kind per plan,complete,08/11/2017,03/16/2017,04/20/2017,08/11/2017,04/20/2017,,3.0,3.0,,,04/15/2018,30000.0,30000.0,apartments,4.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Glen Park,94131.0,"(37.741796290218524, -122.4280304040457)",1460168269741.0,10
201704204433,8,otc alterations permit,04/20/2017,3635,005,1138,,Valencia,St,,,1138a valencia street: remodel kitchen and bathroom as-is,complete,07/26/2017,04/20/2017,04/20/2017,07/26/2017,04/20/2017,,3.0,3.0,,,04/15/2018,25000.0,25000.0,apartments,15.0,apartments,15.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Mission,94110.0,"(37.75468334123369, -122.42119735056855)",1460189272617.0,43
201704275068,8,otc alterations permit,04/27/2017,3738,011,301,,Howard,St,,,t24 electrical for work under 201703272389,complete,07/03/2017,04/27/2017,04/28/2017,07/03/2017,04/28/2017,,23.0,23.0,,,04/23/2018,96000.0,96000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.78951790121917, -122.39426523763933)",1461057165667.0,58
201705035571,4,sign - erect,05/03/2017,0328,001,768,,Market,St,,,"to erect electric, wall, single faced sign. (illuminated)** maher: n/a **",withdrawn,10/12/2017,05/03/2017,,,,,11.0,,,,,4000.0,,retail sales,0.0,,,2.0,,1.0,constr type 1,,,,3.0,Financial District/South Beach,94108.0,"(37.786382767276045, -122.40546332975441)",1461733436069.0,23
201705035616,8,otc alterations permit,05/03/2017,4150,021,1061,,Florida,St,,,reroofing,cancelled,10/23/2017,05/03/2017,05/03/2017,,05/03/2017,,2.0,2.0,,,04/28/2018,11950.0,11950.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.754907619215444, -122.40999547082743)",1461797171313.0,59
201705186910,8,otc alterations permit,05/18/2017,0534,037,3022,,Steiner,St,,,reroofing,complete,12/28/2017,05/18/2017,05/18/2017,12/28/2017,05/18/2017,,2.0,2.0,,,05/13/2018,22300.0,22300.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.79727793436006, -122.43694237165829)",146354773401.0,2
201705187018,3,additions alterations or repairs,05/18/2017,0252,004,1005,,Jones,St,0.0,,soft story - steel frame & shear wall. no exterior work,issued,12/27/2017,05/18/2017,12/27/2017,,12/27/2017,,4.0,4.0,,,06/27/2018,20000.0,8640.0,retail sales,6.0,retail sales,6.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Nob Hill,94109.0,"(37.79064871045098, -122.414128594971)",1463699297236.0,98
201705267739,4,sign - erect,05/26/2017,6509,035,3845,,24th,St,,,new double faced sign 'stephen moore home mercantile',complete,08/01/2017,05/26/2017,07/12/2017,08/01/2017,07/12/2017,,2.0,,,,07/07/2018,50.0,50.0,retail sales,0.0,,,2.0,,5.0,wood frame (5),,,,8.0,Noe Valley,94114.0,"(37.7514383152092, -122.42837666516778)",1464689279101.0,62
201705267761,8,otc alterations permit,05/26/2017,3537,033,81,,Sanchez,St,,,soft story wood frame retrofit,complete,10/16/2017,05/26/2017,05/31/2017,10/16/2017,05/31/2017,,3.0,3.0,,,05/26/2018,50000.0,80000.0,apartments,9.0,apartments,9.0,2.0,,4.0,constr type 4,4.0,constr type 4,,8.0,Castro/Upper Market,94114.0,"(37.767870395070226, -122.4309442751996)",1464718157214.0,35
201705307876,8,otc alterations permit,05/30/2017,4015,003,2650,,18th,St,,,install fire sprinkler throughout bld and underground servicemaher na,complete,10/18/2017,05/30/2017,06/01/2017,10/18/2017,06/01/2017,,2.0,2.0,,Y,05/16/2020,178500.0,178500.0,office,,office,,2.0,,3.0,constr type 3,3.0,constr type 3,,10.0,Mission,94110.0,"(37.76211564348428, -122.40882719698217)",1464881168784.0,94
201705318001,8,otc alterations permit,05/31/2017,3044,009,40,,Saint Elmo,Wy,,,add shower to (e) bathroom on main floor. n/a for maher.,complete,10/13/2017,05/31/2017,05/31/2017,10/13/2017,05/31/2017,,2.0,2.0,,,05/26/2018,8000.0,8000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.73247642375762, -122.45931051205542)",1465071150807.0,67
201706018107,8,otc alterations permit,06/01/2017,3708,028,71,,Stevenson,St,,,22 st flr: electrical for 201705197098,complete,10/26/2017,06/01/2017,06/02/2017,10/26/2017,06/02/2017,,23.0,23.0,,,05/28/2018,100000.0,100000.0,office,,office,,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.7893842722688, -122.39965909072765)",1465205164522.0,82
201706018123,8,otc alterations permit,06/01/2017,3606,085,240,,Liberty,St,,A,reroofing.,complete,08/29/2017,06/01/2017,06/01/2017,08/29/2017,06/01/2017,,4.0,4.0,,,05/27/2018,46600.0,46600.0,apartments,6.0,apartments,6.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.757615513382525, -122.42667063025485)",1465253161623.0,46
201706068551,8,otc alterations permit,06/06/2017,0696,035,1388,,Gough,St,401.0,,"install rooftop guardrail @ mid-rise, hi-rise and penthouse",issued,12/19/2017,06/06/2017,12/19/2017,,12/19/2017,,13.0,13.0,,,12/19/2018,45000.0,45000.0,apartments,72.0,apartments,72.0,2.0,,1.0,constr type 1,1.0,constr type 1,,2.0,Western Addition,94109.0,"(37.78587078183175, -122.42444733556172)",1465839253642.0,99
201706078648,8,otc alterations permit,06/07/2017,0295,008,450,,Powell,St,,,installation of emergency evacuation signs in elevator lobbies.,complete,07/10/2017,06/07/2017,06/08/2017,07/10/2017,06/08/2017,,22.0,22.0,,Y,06/03/2018,1.0,1600.0,tourist hotel/motel,415.0,tourist hotel/motel,415.0,2.0,,2.0,constr type 2,2.0,constr type 2,,3.0,Financial District/South Beach,94108.0,"(37.7889844563134, -122.40822615293433)",1465981233628.0,20
201706088787,6,demolitions,06/08/2017,3521,005,340,,11th,St,,,demolition of a 2-story commercial building with no basements. n/a for maher ordinance.,approved,08/22/2017,06/08/2017,,,,,2.0,,,,,100000.0,100000.0,retail sales,0.0,,,2.0,,3.0,constr type 3,,,,6.0,Mission,94103.0,"(37.771175863006434, -122.41354619526811)",1466170156723.0,81
201706209810,8,otc alterations permit,06/20/2017,6562,054,4270,,Cesar Chavez,St,,,"remodel existing bathroom, relocate shower & vanity,  in kind bathroom remodel, same size",complete,12/04/2017,06/20/2017,06/20/2017,12/04/2017,06/20/2017,,4.0,4.0,,,06/15/2018,18000.0,18000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94131.0,"(37.74746175577428, -122.43531442810931)",1467594207569.0,50
201706220049,8,otc alterations permit,06/22/2017,3629,045,1023,,Church,St,1.0,,re-roofing,complete,09/05/2017,06/22/2017,06/22/2017,09/05/2017,06/22/2017,,3.0,3.0,,,06/17/2018,23000.0,23000.0,apartments,4.0,apartments,4.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94114.0,"(37.754505027075965, -122.42733421267502)",1467948163151.0,27
201706230228,8,otc alterations permit,06/23/2017,1859A,011A,48,,Lurline,St,,,reroofing,complete,07/05/2017,06/23/2017,06/23/2017,07/05/2017,06/23/2017,,2.0,2.0,,,06/18/2018,8000.0,8000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94122.0,"(37.7595252108803, -122.47093527555351)",1468175117532.0,14
201706270428,8,otc alterations permit,06/27/2017,3760,131,70,,Oak Grove,St,,,"install fire panel for elevator recall. 1 facu, 4 smoke detectors, 3 relays. maher n/a",complete,09/19/2017,06/27/2017,06/27/2017,09/19/2017,06/27/2017,,2.0,2.0,,Y,06/22/2018,4500.0,4500.0,office,0.0,office,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,6.0,South of Market,94107.0,"(37.777108836339615, -122.40223405147992)",1468451166549.0,41
201706270465,3,additions alterations or repairs,06/27/2017,0097,018,1178,,Union,St,,,compliance w/ mandatory seismic retrofit program 2016 sfebc sec 4d & ab-107.,approved,10/18/2017,06/27/2017,,,,,3.0,3.0,,,,30000.0,48000.0,apartments,5.0,apartments,5.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Russian Hill,94109.0,"(37.79942899647979, -122.41872814938218)",1468499231333.0,58
